39Pennsylvania           0084             20.2191781 169150  3Web                         School Nurse                                                             112111111112112111121121211112212111122111343AA11122112222111111122222121112322222222211111121111111111111A21122221121112111211122AAA1112211111112212222222222212211111111211112222222212224 BSN with n dditionl 24 credits required.                                                            2121112111221112222222222222222222122222222222222222222222222221222112222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4122                                                                                                      2CCC                                                                                                     1222221 With ehsis in eduction                                                                              2122122                                                                                                                                                                                                         
39Pennsylvania           0107             18.9086640 178150  1Web                         Nurse                                                                    122111212112112111121121211112212111122111232A511222112121111122112222212111111121111111222121111211111111AC1212211121112111221122AAA111221112212222222211112221C222212222222122222221111C24 RN with certifiction s school nurse                                                                 2121212121121112222222222222222222121122221121122122222221212221222212111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2122122                                                                                                                                                                                                         
39Pennsylvania           0168             18.9086640 178150  1Web                         School Nurse                                                             122112221222122111121121211112212111222111343AA12222112121111122112222211111311111111111112121111111112111A21111211111111111211122AAA1112211111111122222222222222222222222222112222222211124 BSN  school nurse certificte                                                                        2121212121222222222222222222222222222222222222222222222222221221222222222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
39Pennsylvania           0196             15.3644956 168330  2Web                         Head Nurse                                                               122111111112112111121121211112212112222111343AA1122211121211112212222222333311112221122111122111111C212111AC1211111C11111111211112AAA1112211111112222222222222222222222222222222222222211124                                                                                                     C111112121221222222222222122222221221222222222222222222222221221122112222    5    0  12222222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     C1C2122                                                                                                                                                                                                         
39Pennsylvania           0224             20.2191781 169150  3Web                         Nurse                                                                    122112221122112111121131211112312111123112343AA11122112121111122122222221121222222211211222C21111C11112211AC1222221122112211221122AAA2212222222211222222222222222222222222222122222222222224 BSN with school nurse certifiction                                                                  212111222122122222222222222222222222222212122222222222222C222221222312222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4121 Msters in Sorts Science                                                                              2CCC                                                                                                     CCCCCCC                                                                                                     2122121                                                                                                     School Nurse Prctitioner                                                                            
39Pennsylvania           0246             15.3644956 150760  2Paper (CMS UserID: 10)      School Nurse                                                             112111111111112111121111211112112111121111343AA11122111111111122122222222221221122222211111221111111121121ACCC11121121112111211122AAA1112211111112222222222221212111111111212112222111111123                                                                                                     1111122111112111111122222122222112212211112222222112222222222221122311121    0    2  122122212112122211CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC                                                                                                     CCCC                                                                                                      CCCC                                                                                                     CCCCCCC                                                                                                     CCC1121                                                                                                     Certified School Nurse                                                                              
39Pennsylvania           0470             15.3644956 150760  2Paper (CMS UserID: 10)      School Nurse                                                             111111111121122111121121211112312111123111343AA11222112222111111122222222222321222222212111221111111112121A1121222111111112AAA1122AAA1112221211212222222221222222122222222222222222212211124                                                                                                     21212C2211222222222222222222222222222222222222222222222222222221222112222    0    0  AAAAAAA122221222112222222211212222222222222211122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2122121                                                                                                     Voc. Ed. Instructor I, II                                                                           
39Pennsylvania           0495             18.9086640 190760  1Web                         School Nurse                                                             112112222122212111121121211112212111122111343AA22222222222222C22122222222222312222222222212122AAAAAAAA2111A11222221222122212221222AAA2122222222222222222222222222222222222222222222222222224                                                                                                     1121222211222222221222222222222122112222121221222222222222222221222312222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
39Pennsylvania           0572             20.2191781 157480  3Web                         Director of Special Education and Student Services                       121111111121111111111121211112211111222111343AA11111111111111111122222221211311122211211111121111111111111A11211111121112111211122AAA1112211111112222222222222212211111111212212221111111123                                                                                                     2111122111111111111122222111111111111111111111112222222222211111221312111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11CCC                                                                                                     CCCC                                                                                                      CCCC                                                                                                     CCCCCCC                                                                                                     CCCCCCC                                                                                                                                                                                                         
39Pennsylvania           0653             18.9086640 164150  1Paper (CMS UserID: 10)      Nursing Department Chair                                                 111111111112122111121111211112212112222112343AA11222111212121112112222211111311111222211111121111111112111A21111111121112111211122AAA1112211111112212222222222212111111112222112122111111124                                                                                                     2121112111112111111122222111111111111111111111112112122211211111222111221    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4112                                                                                                      2CCC                                                                                                     2222212                                                                                                     2122122                                                                                                                                                                                                         
39Pennsylvania           0769             18.9086640 181040  1Web                         Director of Student Services                                             121111111122122111121121211112212112222111343AA11222112121111122112222121111111111211111211221111111112111A21111221122112111211122AAA1112211111112222221121111112111111112212122222211111124                                                                                                     11211C1111212211212222C222212221211222212212222222222222112C122122C112121    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4212                                                                                                      1CCC                                                                                                     2222212                                                                                                     2222221                                                                                                     ed din                                                                                              
39Pennsylvania           0932              1.0027504 190071  5Paper (CMS UserID: 6)       Director, Student Health Services                                        111111111111112111121121221112212111122112343AA11212112121111111122222221111111111111211111111111111111112111211111111111111111112AAA11122111C121222122111111111111C111111111112212111111114 UNDER GRADUATE DEGREE IN NURSING THEN THEY ARE REQUIRED TO OBTAIN 9 ADDITIONAL CREDITS FOR CERTIFICA2221111111111111112122212111211111C11111111112111122212111211111222111111    3    3  22221112AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4221 MASTERS BUSINESS ADMINISTRATION                                                                      1CCC                                                                                                     2221222                                                                                                     2222222                                                                                                                                                                                                         
39Pennsylvania           0871             26.2937063 161340  4Web                         Elementary School Nurse                                                  122111112122112111121121211112212112222111343AA1122211211211111212222222221122122C222211212221111111112211A21222221111111111211122AAA1112211111111222222222222222222222222222222222222222224                                                                                                     2121C122112C2222222222222222222222222222222222222222222222222221222122222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
39Pennsylvania           0891             18.9086640 150090  1Web                         School Nurse                                                             122112121112122111121121211112212112222111343AA12222111222111112122222222222311222212221222221111111112111A22222221122112111211122AAA1112222222112222222222222222222222222222222222222222224 BSN, CSN                                                                                            1121212111222222222222222222222222122222221222222222222222222221222112222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2122122                                                                                                                                                                                                         
39Pennsylvania           0927             18.9086640 188400  1Web                         School Nurse                                                             12211111111211211C121121211112212112222111343AA111221111CC111111CCCCCCCC1111311121211211222221111111212111A212111C11CC112211221122AAA11121111111C221122222221111221CC111112121121222222CCC24 PA school nurse certifiction                                                                        C1211121111211122222222221CCCCCCCCCCCCCCCCCC11CCCCCCCCCCCCCCCCC1C22212111    0    0  AAAAAAAC22111122C12112222211221122CCCC11CC1111122                                                                                                     3122                                                                                                      1CCC                                                                                                     AAAAAAA                                                                                                     2122122                                                                                                                                                                                                         
39Pennsylvania           0988             18.9086640 194680  1Web                         Department Chair for Nurses                                              122111112112112111121121211112212112222111343AA22222112222111122122222121112311121122211221221111111122111A2121112112211222AAA1122AAA1112211222112222222222222111112121111211111211211122124                                                                                                     2122112211121111112222222222222122112222212211122122222222212111222312111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4112                                                                                                      2CCC                                                                                                     2222212                                                                                                     2122122                                                                                                                                                                                                         
39Pennsylvania           1062             18.9086640 150710  1Paper (CMS UserID: 11)      SHPPS                                                                    122111111112112111121121211112212111122111343AA11112111212111122122222221111111122211221111121111111112111A11111111111111111211112AAA1112211111212211222222222222CCCCCCCCCCCC1CCCCCCCCC11123                                                                                                     C1C1222111C221111121222221CCCCC1CC11CCC1C11CCCCC2122222222212221CCC112121    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4112                                                                                                      2CCC                                                                                                     2222212                                                                                                     C1C2122                                                                                                                                                                                                         
39Pennsylvania           1107             18.9086640 150710  1Web                         Donaldson School Nurse                                                   112111111111112111121111211112212111122111343AA22222112222111111112222212221211212212111221121111111111111A11221111111111111211112AAA1112222111112222222222222112222221222222222222222211124 school nurse certifiction                                                                           2121112111111221112222222122222222121222222122222112222222212221222312111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
39Pennsylvania           1108             20.2191781 169150  3Web                         Asst. to Superintendent                                                  122111122112112AAAAAAAAAAAAAAAAAAAAAAAA111AA3AA11122112121111122112222212212321222221211211222AAAAAAAA2111A21111111121112111211122AAA11122111112122AAAA2122211111222211222222111222221222224 School Nursing Certifiction                                                                         2121222121222222222222222212222222222222222222222222222222222221222312222    0    0  AAAAAAA122221222222222111121222222222222222211122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     C1C2122                                                                                                                                                                                                         
39Pennsylvania           1137             15.3644956 152210  2Web                         School Nurse                                                             112111111112122111121111211112212111122112343AA12222121122121212122222221121222122222211111221111111111111A11222221112111111221122AAA1112211111112112222222221122221221222222112221112211124 BSN                                                                                                 2121112111222222222222C2222222C222222222222222222222222222222221222322222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     21221C2                                                                                                                                                                                                         
39Pennsylvania           1139             15.3644956 177020  2Web                         Chief of Health Services                                                 122111111222122111121121211112212112222111343AA11222111212111111122222222222221222111221212221111111212112121211211111111111211122AAA1112211211112211221111121111111111111212111112212121224                                                                                                     2121112121C21212222222211222211222222222222222222222222222222221222111222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4122                                                                                                      1CCC                                                                                                     1122222                                                                                                     2112122                                                                                                                                                                                                         
40Rhode Island           0129             20.2191781 028250  3Web                         Director of Pupil Personnel Services                                     112111111112212111121111211112112111121112343AA11122112222111122122212221111211112211111111111111111111121A11222221121112111212AA2AAA1111111211112211122222211111111111111112112111111111124                                                                                                     2121222211211112111222222211111111111111111111111111111111111111222321111    0    0  AAAAAAA121121222221111111111111111111111111111122                                                                                                     4212                                                                                                      1221 Psychology                                                                                          2222212                                                                                                     2222222                                                                                                                                                                                                         
40Rhode Island           0372             20.2191781 028250  3Web                         School Nurse Teacher                                                     1121111CCCC22C21C112111AAAAAAAAAAAAAAAA112343AA11C1111CCCC111122122222221112311C222122112C22211112111CCC21A21C111C11CC11CC112C2AA2AAA1112211CCC2C22AAAA2221221C1C1CCCCCCCCCCCCCCCCCCCCCCCCC4 Bchelor Degree nd School Nurse Techer Certifiction                                                  212122CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC    C    C  CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC                                                                                                     CCCC                                                                                                      CCCC                                                                                                     CCCCCCC                                                                                                     CCCCCCC                                                                                                                                                                                                         
40Rhode Island           1115             15.3644956 028930  2Web                         Nursing and Health Services Coordinator                                  111111111112112111121121211112212111122111143AA1111111CC11111122112222221111111111111111111111111111111111A11122221111111111112AA2AAA1111111111111111221111111111111111111111111111111111124                                                                                                     2121122111222222222222222222222222212222121222222222222222222221222312222    1    0  112222211112221121111111121111122222222222221C122                                                                                                     4221 Helth Eduction                                                                                       1CCC                                                                                                     1222221 Helth Eduction                                                                                      2122122                                                                                                                                                                                                         
40Rhode Island           1120             18.9086640 028910  1Web                         Director of Pupil Personnel                                              122112122122212111121132222222322222223111343AA11111112222112333112222211111211111111111211221111111111221A2122121111C111211122AA2AAA1112222211212222222222222212222211222222222222221211124 BS, nd stte school nurse certifiction                                                               2121222222222222222222212222222222122222222222222222222222222221222211112    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
41South Carolina         0027             26.2937063 296550  4Paper (CMS UserID: 10)      SHPPS                                                                    222122222222222222222222222222222222222112343AA111111121221211221222222222222CCCCCCCCCC1212222AAAAAAAA22228A112222122212222AAA2AA2AAA1212211222222222222222212212222222122222221222221211224                                                                                                     CCCC222211221222222122222112222222222222222122222222222222211221222312111    0    3  21222222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
41South Carolina         0028             26.2937063 296550  4Web                         District Nurse Contact                                                   222111111111122111121121211122212111222112343AA11112112222211222111212212211222122212221211121111111122121A21222221112111211221122AAA1112211222211222222112211111222221112222112221111111124                                                                                                     1123222211122212212222222122222222222222222222222222222222222221222312222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     2122                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     2122322                                                                                                                                                                                                         
41South Carolina         0482             26.2937063 295260  4Web                         Director of Health and Safety Services                                   111111111111112111111121111122211111222111123A511122112121111111111212211111311111111111111111111111111121A11111111111111111111212AAA1111111122211121221111111111111111111111111121111111121                                                                                                     1122222111111111112111212111211111111111111111111111221111111111222111111    0    0  AAAAAAA121111122111111111111111112111111111111122                                                                                                     4122                                                                                                      1CCC                                                                                                     1221211 Cse Mngeent                                                                                         2121321                                                                                                     TNCC, ENPC, ACLS, PALS                                                                              
42South Dakota           0103             26.2937063 572600  4Paper (CMS UserID: 13)      School Nurse                                                             CCCCCCCCCCCCCC2111122131CC12223AAAAAAAA112343AACCCCCCCCCCCCCCCCC122212222223321222222221233222AAAAAAAACCCCCCCCCCCC2AAA2AAA2AAA2AA2AAACCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC                                                                                                     CCCC222222222222222222222222222222222222222222222222222222222222C12322222    0    8  CCCCCCC2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11212                                                                                                     3122                                                                                                      2AAA                                                                                                     AAAAAAA                                                                                                     C1C2222                                                                                                                                                                                                         
42South Dakota           0259             20.2191781 572590  3Web                         School Nurse                                                             112111111111222111122111222222112222221112343AA11111112121111111122222222222211122221221121221111111121221A2122222112111212AAA2AA2AAA1211111211122222222222221111112211112222112222211211124                                                                                                     2123222122222222222222222222222222222222222222222222222222222222212312122    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11212                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2122322                                                                                                                                                                                                         
42South Dakota           0365             20.2191781 572590  3Paper (CMS UserID: 11)      Community Health Nurse, SD Dept. of Health                               111111111112212111122121221122212211222112343AA22222122222121222111122212222222112212211222221111111111121A11122222AAA2AAA2AAA2AA2AAA222222222112222222222222222222222211222211222221111212C                                                                                                     CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CC12222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
42South Dakota           0419             20.2191781 572590  3Web                         Administrative Assistant                                                 111111111112212111122132222222322222223111123A5222221111C1111122122222221111211212222212111111111111111121A2121212111111112AAA2AA2AAA1112222222222222222222222212222222222222221222222211124 We do not hve  school nurse                                                                         C112222122222222222222222222222222222222222222222222222222222222212111111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
42South Dakota           0561             18.9086640 577190  1Web                         School Nurse                                                             222211122122212111122121221222212212222112343AA11111111111121122122222221111111122111111113121111111122111A11222112AAA2AAA2AAA2AA2AAA2212211211122222222222222212122222222222222222222212224                                                                                                     2122222111212221112222222111222111121111221112222122222222211121122312111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2122221                                                                                                     BLS Instructor/ACLS certified                                                                       
42South Dakota           0679             20.2191781 573690  3Web                         Superintendent/Principal                                                 222222222112112222222222222222222222222112343AA22211112121121122122222223333321222222222222221111111122111A1122222112211222AAA2AA2AAA2222222222222222222222222222222222222222222222222222224                                                                                                     2122222222222222222222222222222222222222222222222222222222222222221312222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
42South Dakota           0792             20.2191781 573690  3Paper (CMS UserID: 10)      Secondary Principal                                                      222222222112222111111131111111111111111122113A212122112222111122222122223333322222222221112121111111122111A2122222111111112AAA1222AAA122222222212222222222222222222222222222222222222222222C                                                                                                     CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
42South Dakota           0902             26.2937063 572600  4Web                         Teacher                                                                  222112211111111111212122222222322222223111122A122222112121111111212222213223322222222222222222AAAAAAAA111252222222111211122AAA2AA2AAA1212222222222222222222222222222222211222222222222222224                                                                                                     2223222222222222222222222211221211112222222222222222222222221222212312111    1    1  1222222111222222222222C2222C22222222222222122AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
42South Dakota           0949             26.2937063 572600  4Web                         Nurse                                                                    112111111112212111122112222222222222222112343AA11222112121111111112222211111311111111111233221111111111121A1121111111211122AAA2AA2AAA1111211111122222222222211212112211111212111221211111121                                                                                                     C123122111111111122222222111222111111122221112122212222222212111CCC312111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3112                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     C1C2311                                                                                                     Techers certificte                                                                                  
42South Dakota           1017             26.2937063 572600  4Web                         Dean of Students                                                         1C21C111211211211111112111C112211111122112343AA121111222222212221222222122123211112CC22122222111C111122C11A1121111111111112AAA2AA2AAA11112222221222222222C2222212222221212222122222222222224 NA                                                                                                  22CC22221121C2222212222222222222C2222222222222222222222222222222222312222    0    0  AAAAAAA12212222222221222221222222222222222122AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
