Date, Title, Note, Hyperlink, Espanol, NIOSH Number, NTIS Number, Other Number, Category
Jan 1986,"Self-Contained Self-Rescuer Field Evaluation: First-Year Results of 5-Year Study","",https://www.cdc.gov/niosh/mining/works/coversheet1763.html,,,,RI 9051,Mining
1986,"NIOSH Proposed National Strategies For The Prevention Of Leading Work-Related Diseases And Injuries - Cardiovascular Diseases","",https://www.cdc.gov/niosh/docs/89-132/,,89-132,PB90-171-208,,
1986,"NIOSH Proposed National Strategies For The Prevention Of Leading Work-Related Diseases And Injuries - Severe Occupational. Traumatic Injuries","",https://www.cdc.gov/niosh/docs/89-131/,,89-131,PB90-168-790,,
1986,"NIOSH Proposed National Strategies For The Prevention Of Leading Work-Related Diseases And Injuries-Occupational Cancers","",https://www.cdc.gov/niosh/docs/89-130/,,89-130,PB90-167-479,,
1986,"NIOSH Proposed National Strategies For The Prevention Of Leading Work-Related Diseases And Injuries - Occupational Musculoskeletal Injuries","",https://www.cdc.gov/niosh/docs/89-129/,,89-129,PB90-170-903,,
1986,"NIOSH Proposed National Strategies For The Prevention Of Leading Work-Related Diseases And Injuries - Occupational Lung Diseases","",https://www.cdc.gov/niosh/docs/89-128/,,89-128,PB90-171-265,,
1986,"CIB Summaries, July 24, 1986","",,,86-124,PB87-163-101,,CIB
1986,"NIOSH Grants - Research And Demonstration Projects Annual Report Fiscal Year 1985","",,,86-123,PB87-133-674,,
1986,"CIB: 31-47 Reprints (1979-1986)","",,,86-122,PB87-173-209,,CIB
1986,"NIOSH Schedule Of Courses 1986-1987","",,,86-121,,,
1986,"Regulations, Recommendations And Assessments Extracted From RTECS A Subfile Of The RTECS","",,,86-120,PB87-112-066,,
1986,"NIOSH Program Plans By Program Areas For Fiscal Year 1984","",,,86-109,PB86-242-625,,
1986,"NIOSH Grants -- Research And Demonstration Grants Fiscal Year 1984","",,,86-108,PB86-211-364,,
1986,"Surveillance Cooperative Agreement Between NIOSH And States (Scans) Program Rhode Island 1980-82","",,,86-107,PB86-236-163,,
1986,"Occupational Characteristics Of Disabled Workers 1975-1976. Analysis Of Social Security Disability Benefit Allowances To Workers During 1975-1976","",,,86-106,PB86-221-413,,
1986,"NIOSH Surveillance Report, Industry And Disabling Conditions Of Disabled Workers 1975-1976. Analysis Of Social Security Disability Benefit Allowances To Workers During 1975-1976","",,,86-105,PB86-222-957,,
1986,"Microbial Flora And Fauna Of Respirable Grain Dust From Grain Elevators","",,,86-104,PB87-163-523,,
1986,"RTECS 1981-1982","",,,86-103,PB87-145-033,,
1986,"NIOSH Certified Equipment List - 1985","Revised: 99-109",,,86-101,PB87-104-725,,
1986,"Overlap Probability For Short-Period-Delay Detonators Used In Underground Coal Mining","",https://www.cdc.gov/niosh/mining/works/coversheet86.html,,,,RI 8888,Mining
Oct 1985,"Occupational Safety and Health Guidance Manual for Hazardous Waste Site Activitie","",https://www.cdc.gov/niosh/docs/85-115/,,85-115,PB87-162-855,,
Jul 1985,"Dinitrotoluenes (DNT) - CIB 44","",https://www.cdc.gov/niosh/docs/85-109/,,85-109,PB86-105-913,,CIB
Jul 1985,"Preventing Hazards in the Use of Water Spray (Fog) Streams to Prevent or Control Ignition of Flammable Atmospheres","",https://www.cdc.gov/niosh/docs/85-112/,https://www.cdc.gov/spanish/niosh/docs/85-112_sp/,85-112,PB86-121-423,,Alert
Jul 1985,"Preventing Electrocutions from Contact Between Cranes and Power Lines","Superseded by <a href = '/niosh/crane.html'>95-108</a>",https://www.cdc.gov/niosh/docs/85-111/,,85-111,PB86-121-407,,Alert
Jul 1985,"Preventing Deaths and Injuries From Excavation Cave-Ins","",https://www.cdc.gov/niosh/docs/85-110/,https://www.cdc.gov/spanish/niosh/docs/85-110_sp/,85-110,PB86-121-415,,Alert
1985,"NIOSH Manual of Analytical Methods, Third Edition, Supplement","Revised: <a href ='/niosh/docs/2003-154/'>2003-154</a>",,,85-117,,,
1985,"Foundries","",https://www.cdc.gov/niosh/docs/85-116/,,85-116,PB86-213-477,,Criteria
1985,"NIOSH Pocket Guide To Chemical Hazards","Superseded by 90-117",,,85-114,,,
1985,"NIOSH Schedule Of Courses 1985-86","",,,85-113,,,
1985,"Program Plan Of NIOSH 1985","",,,85-108,PB87-194-627,,
1985,"Causes Of Disability In Employees Of The Mining Industry: Analysis Of Social Security Disability Benefit Awards And Allowances To Workers: 1969-1973","",,,85-105,PB85-220-556,,
1985,"Control Technology Assessment: Metal Plating And Cleaning Operation","",,,85-102,PB85-234-391,,
1985,"NIOSH Certified Equipment List - 1984","Revised: 99-109",,,85-101,PB85-220-523,,
1985,"Hazard Assessment Of The Electronic Component Manufacturing Industry","",,,85-100,PB86-104-049,,
Dec 1984,"Preventing Electrocutions of Workers in Fast Food Restaurants","",https://www.cdc.gov/niosh/docs/85-104/,https://www.cdc.gov/spanish/niosh/docs/85-104_sp/,85-104,PB85-244-598,,Alert
Dec 1984,"Preventing the Injury of Workers by Robots","",https://www.cdc.gov/niosh/docs/85-103/,https://www.cdc.gov/spanish/niosh/docs/85-103_sp/,85-103,PB85-236-818,,Alert
Sep 1984,"Manufacture Of Paint And Allied Coating Products","",https://www.cdc.gov/niosh/docs/84-115/,,84-115,PB84-178-978,,Criteria
Sep 1984,"Monohalomethanes - CIB 43","",https://www.cdc.gov/niosh/docs/84-117/,,84-117,PB85-178-549,,CIB
Sep 1984,"Cadmium (Cd) - CIB 42","",https://www.cdc.gov/niosh/docs/84-116/,,84-116,PB85-178-721,,CIB
Jun 1984,"Comprehensive Safety Recommendations For The Precast Concrete Products Industry","",https://www.cdc.gov/niosh/docs/84-103/,,84-103,PB85-220-051,,Criteria
Feb 1984,"1,3-Butadiene CH<sub>2</sub>=CH-CH=Ch<sub>2</sub> - CIB 41","",https://www.cdc.gov/niosh/docs/84-105/,,84-105,PB84-198-019,,CIB
Feb 1984,"Controlling Carbon Monoxide Hazard in Aircraft Refueling Operations","",https://www.cdc.gov/niosh/docs/84-106/,,84-106,PB84-240-183,,Alert
Jan 1984,"2,3,7,8 -Tetrachlorodibenzo-p-dioxin (TCDD, &quot;dioxin&quot;) - CIB 40","",https://www.cdc.gov/niosh/docs/84-104/,,84-104,PB84-198-001,,CIB
1984,"NIOSH Publications Catalog: 6th Ed.","Revised: June 1998",,,84-118,PB86-116-787,,
1984,"Personal Protective Equipment For Hazardous Materials Incidents","",,,84-114,PB85-222-230,,
1984,"Gas And Vapor Generating Systems For Laboratories","",,,84-113,PB85-221-430,,
1984,"NIOSH Schedule Of Courses 1984-1985","",,,84-112,,,
1984,"Control Of Air Contaminants In Tire Manufacturing","",,,84-111,PB85-173-573,,
1984,"Health Hazard Control Technology Assessment Of The Silica Flour Milling Industry","",,,84-110,PB85-223-196,,
1984,"Occupational Characteristics Of White Male Cancer Victims In Massachusetts 1971-1973","",,,84-109,PB85-218-683,,
1984,"Stress Among Police Officers","",,,84-108,PB90-171-646,,
1984,"NIOSH Program Plans By Areas For Fiscal Years 1984-1989","",,,84-107,PB85-119-170,,
1984,"Engineering Control Of Occupational Safety And Health Hazards: Recommendations For Improving Engineering Practice, Education And Research, Summary Report","",,,84-102,PB85-125-615,,
1984,"RTECS - 1983 Supplement To The 1981-82 Edition","",,,84-101,PB87-145-017,,
1984,"NIOSH Manual Of Analytical Methods, 3rd Ed.","Revised: 94-113",,,84-100,PB85-179-018,,
Sep 1983,"Comprehensive Safety Recommendations For Land-Based Oil And Gas Well Drilling","",https://www.cdc.gov/niosh/docs/83-127/,,83-127,PB84-242-528,,Criteria
Sep 1983,"Occupational Safety In Grain Elevators And Feed Mills","",https://www.cdc.gov/niosh/docs/83-126/,,83-126,PB88-178-041,,Criteria
Sep 1983,"Guidelines For Controlling Hazardous Energy During Maintenance And Servicing","",https://www.cdc.gov/niosh/docs/83-125/,,83-125,PB199-934,,Criteria
Sep 1983,"Occupational Exposure To Styrene","",https://www.cdc.gov/niosh/docs/83-119/,,83-119,PB84-148-295,,Criteria
May 1983,"Development Of Draft Construction Safety Standards For Excavations Vol. I","",https://www.cdc.gov/niosh/docs/83-103/,,83-103,PB83-233-353,,Criteria
May 1983,"Glycol Ethers 2-Methoxyethanol and 2-Ethoxyethanol 
- CIB 39","",https://www.cdc.gov/niosh/docs/83-112/,,83-112,PB84-155-142,,CIB
Mar 1983,"Alternatives to Di-2-Ethylhexyl Phthalate (&quot;DOP&quot;) in Respirator Quantitative Fit Testing","",https://www.cdc.gov/niosh/docs/83-109/,,83-109,PB83-250-613,,Criteria
Mar 1983,"Vibration Syndrome - CIB 38","",https://www.cdc.gov/niosh/docs/83-110/,,83-110,PB83-238-493,,CIB
Jan 1983,"Preventing Health Hazards From Exposure To Benzidine Congener Dyes","",,,83-105,PB83-195-305,,
1983,"Collaborative Test Of Two Methods For Determining Free Silica In Airborne Dust","",,,83-124,PB83-232-322,,
1983,"NIOSH Certified Equipment List - 1983","Revised: 99-109",,,83-122,PB84-182-211,,
1983,"NIOSH Schedule Of Courses 1983-1984","",,,83-118,,,
1983,"A Model For The Identification Of High Risk Occupational Groups Using RTECS And NOHS Data","",,,83-117,PB84-190-685,,
1983,"Occupational Mortality In Washington State, 1950-1979","",,,83-116,PB84-199-769,,
1983,"Occupational Health Control Technology For The Primary Aluminum Industry","",,,83-115,PB84-148-113,,
1983,"N-Nitro Compounds In The Factory Environment","",,,83-114,PB84-145-770,,
1983,"Petroleum Refinery Worker Exposure To PAHs at Fluid Catalytic Cracker, Coker And Asphalt Processing Units","",,,83-111,PB83-131-755,,
1983,"Industrial Hygiene Characterization Of Urea Formaldehyde And Polyurethane Foam Insulation","",,,83-108,PB82-153-347,,
1983,"RTECS 1981-1982 Edition, Vol. I, II, And III","",,,83-107,PB85-218-071,,
1983,"Industrial Hygiene Surveys Of Occupational Exposure To Wood Preservative Chemicals","",,,83-106,PB83-114-033,,
1983,"Job Injuries Among Loggers","",,,83-104,PB83-192-971,,
1983,"NIOSH Program Plans By Program Areas For Fiscal Year 1983","",,,83-102,PB83-234-096,,
1983,"Hazardous Waste Sites And Hazardous Substance Emergencies","",,,83-100,PB83-187-484,,
1982,"Proceedings Of A Workshop On The Use Of Diesel Equipment In Underground Coal Mines","",,,82-122,PB83-192-864,,
1982,"Vibration White Finger Disease In Workers Using Pneumatic Chipping And Grinding Handing Tools - Vol. I Epidemiology","",,,82-118,PB83-192-849,,
1982,"NIOSH Schedule Of Courses 1982-1983","",,,82-117,,,
1982,"NIOSH Publications Catalog 5th Ed.","Revised: 98-110",,,82-116,PB83-195-883,,
1982,"Residential Waste Collection: Hazard Recognition And Prevention","",,,82-113,PB83-195-586,,
1982,"Extent Of Exposure To Styrene In The Reinforced Plastic Boat Making Industry","",,,82-110,PB83-130-260,,
1982,"Biological Effects Of Infrared Radiation","",,,82-109,PB84-239-433,,
1982,"NIOSH Program Plans By Program Areas For FY 1982","",,,82-108,PB88-237-615,,
1982,"NIOSH Certified Equipment List 1981","Revised: 99-109",,,82-106,PB83-117-671,,
1982,"Review And Evaluation Of Recent Literature: Occupational Exposure To Sulfuric Acid","",,,82-104,PB83-101-741,,
1982,"Symposium On Occupational Safety Research And Education: A Dialogue Between Two Communities","",,,82-103,PB83-179-044,,
1982,"Audiovisual Resources In Occupational Safety And Health: An Evaluation Guide","",,,82-102,PB83-105-395,,
1982,"Vibration White Finger Disease In U.S. Workers Using Pneumatic Chipping And Grinding Hand Tools -- Vol. III: Engineering Testing","",,,82-101,PB83-113-415,,
1982,"NIOSH Manual Of Analytical Methods, Vol. VII (2nd Ed.)","Revised: <a href ='/niosh/docs/2003-154/'>2003-154</a>",,,82-100,PB83-105-452,,
Oct 1981,"Occupational Hazard Assessment, Criteria For Controlling Occupational Exposure To Cobalt","",https://www.cdc.gov/niosh/docs/82-107/,,82-107,PB82-182-031,,Criteria
Oct 1981,"Ethylene Dibromide (EDB) (Revised) - CIB 37","",https://www.cdc.gov/niosh/docs/82-105/,,82-105,PB83-101-774,,CIB
Jul 1981,"Registry Of Toxic Effects Of Chemical Substances Subfile: Tumorigenic And Reproductive Effects Citations, July 1981","",,,81-136,,,
Jun 1981,"Silica Flour: Silicosis (Crystalline Silica) - CIB 36","",https://www.cdc.gov/niosh/docs/81-137/,,81-137,PB83-101-758,,CIB
May 1981,"Ethylene Oxide (EtO): Evidence of Carcinogenicity - CIB 35","",https://www.cdc.gov/niosh/docs/81-130/,,81-130,PB85-119-121,,CIB
Apr 1981,"Formaldehyde: Evidence of Carcinogenicity - CIB 34","",https://www.cdc.gov/niosh/docs/81-111/,,81-111,PB83-101-766,,CIB
Mar 1981,"Controlling Occupational Hazards In Animal Rendering Processes - Occupational Hazard Assessment","",https://www.cdc.gov/niosh/docs/81-133/,,81-133,PB82-232-307,,Criteria
Mar 1981,"Coal Liquefaction, Vol. II - Assessment - Occupational Hazard Assessment","",https://www.cdc.gov/niosh/docs/81-132/,,81-132,PB81-242-885,,Criteria
Mar 1981,"Coal Liquefaction, Vol. I - Summary - Occupational Hazard Assessment","",https://www.cdc.gov/niosh/docs/81-131/,,81-131,PB81-242-877,,Criteria
Jan 1981,"NIOSH/OSHA Occupational Health Guidelines For Chemical Hazards- Vol. I, II And III","",https://www.cdc.gov/niosh/docs/81-123/,,81-123,PB83-154-609,,
1981,"Potential Health Hazards Of Video Display Terminals","",,,81-129,PB82-218-447,,
1981,"Twenty-Four Hour Workday: Proceedings Of A Symposium On Variations In Work-Sleep Schedules","",,,81-127,PB83-104-794,,
1981,"Respiratory And Immunologic Evaluation Of Isocyanate Exposure In A New Manufacturing Plant","",,,81-125,PB82-154-246,,
1981,"Teratologic Assessment Of Butylene Oxide, Styrene Oxide, And Methyl Bromide","",,,81-124,PB81-168-510,,
1981,"Work Practices Guide For Manual Lifting","Revised: 94-110",,,81-122,PB82-178-948,,
1981,"An Evaluation Of Engineering Control Technology For Spray Painting","",,,81-121,PB82-162-264,,
1981,"Long-Term Mortality Experience Of Steelworkers","",,,81-120,PB82-174-939,,
1981,"Control Of Emissions From Seals And Fittings In Chemical Process Industries","",,,81-118,PB82-188-988,,
1981,"NIOSH Grants Research And Demonstration Grants 1980","",,,81-117,,,
1981,"RTECS - 1980 Edition, Vol. I And II","Revised: 83-107",,,81-116,PB88-243-324,,
1981,"A Prototype Gas Analysis System Using A Miniature Gas Chromatograph","",,,81-115,PB83-105-122,,
1981,"Proceedings Of The Symposium On Occupational Health Hazard Control Technology In The Foundry And Secondary Non-Ferrous Smelting","",,,81-114,PB-81-167-710,,
1981,"Evaluation Of Air Cleaning And Monitoring Equipment Used In Recirculation Systems","",,,81-113,PB81-242-695,,
1981,"NIOSH Program Plans By Program Areas For Fiscal Year 1981","",,,81-112,PB178-301,,
1981,"Permeation Of Protective Garment Material By Liquid Halogenated Ethanes And A Polychlorinated Biphenyl","",,,81-110,LA 857-2MS,,
1981,"Chronic Respiratory Disease In Coal Miners","",,,81-109,PB82-189-929,,
1981,"Proceedings Of A NIOSH Workshop On Recommended Heat Stress Standards","",,,81-108,PB82-180-837,,
1981,"Control Technology In The Plastics And Resins Industry, Symposium Proceedings","",,,81-107,PB82-235-599,,
1981,"Extent Of Exposure Survey Of Monochlorobenzine","",,,81-105,PB82-183-963,,
1981,"Proficiency Analytical Testing Program (Folder)","",,,81-104,,,
1981,"New Developments In Occupational Stress: Conference Proceedings","",,,81-102,PB82-162-256,,
1981,"Prevalence Of Middle Ear Disorders In Coal Miners","",,,81-101,PB81-237-844,,
1981,"Proceedings Of A Workshop On Methodology For Assessing Reproductive Hazards In The Work Place, April 19-22, 1978","",,,81-100,PB81-223-521,,
Dec 1980,"Health Hazard Alert-- Benzidine-, o-Tolidine-, and o-Dianisidine- Based Dye","",https://www.cdc.gov/niosh/docs/81-106/,,81-106,PB87-148-219,,Alert
Nov 1980,"Workplace Exposure To Asbestos (Review And Recommendations)","",https://www.cdc.gov/niosh/docs/81-103/,,81-103,PB83-176-677,,
Oct 1980,"Health Hazard Alert-- 2-Nitropropane (2-NP","",https://www.cdc.gov/niosh/docs/80-142/,,80-142,PB81-168-411,,Alert
Jan 1980,"Benzidine-Based Dyes - Special Occupational Hazard Review","",https://www.cdc.gov/niosh/docs/80-109/,,80-109,PB81-225-633,,Criteria
Jan 1980,"Occupational Mortality in the State of California, 1959 - 1961","",https://www.cdc.gov/niosh/docs/80-104/,,80-104,PB80-176-423,,
1980,"The Federal Mine Health Program In 1979","",,,80-150,PB82-150-780,,
1980,"Self-Evaluation Instrument--Fertilizer Retail And Distribution Industry","",,,80-149,PB81-223-901,,
1980,"Self-Evaluation Instrument--Nitrogen Fertilizer Industry","",,,80-148,PB81-222-077,,
1980,"Evaluation Of Exhaust Emissions Data For Diesel Engines Used In Underground Mines","",,,80-146,PB81-225-377,,
1980,"Occupational Characteristics Of Disabled Workers","",,,80-145,PB82-150-798,,
1980,"Certified Equipment List","Revised: 99-109",,,80-144,PB88-241-708,,
1980,"Control Technology Assessment: The Secondary Nonferrous Smelting Industry","",,,80-143,PB82-150-350,,
1980,"Cost And Benefits Of Occupational Health Nursing","",,,80-140,PB81-223-893,,
1980,"Occupational Safety And Health Symposia - 1979","",,,80-139,PB82-150-228,,
1980,"Health Effects Evaluation Data File","",,,80-138,PB81-223-935,,
1980,"An Evaluation Of Vacuum Equipment For Collection Of Asbestos Waste","",,,80-137,PB82-150-236,,
1980,"Engineering Control Technology Assessment Of The Dry Cleaning Industry","",,,80-136,PB81-229-759,,
1980,"Industrial Hygiene Surveys Of Occupational Exposure To Mineral Wool","",,,80-135,PB222-481,,
1980,"Extent Of Exposure Survey Of Methyl Chloride","",,,80-134,PB81-223-547,,
1980,"Development And Validation Of Methods For Sampling And Analysis Of Workplace Toxic Substances (Revised: 95-117)","",,,80-133,PB89-182-042,,
1980,"Hot Environments-1980","Revised: <a href ='/niosh/hotenvt.html'>86-112</a>",,,80-132,PB81-223-919,,
1980,"Extent Of Exposure Survey Of Methylene Chloride","",,,80-131,PB81-167-876,,
1980,"NIOSH Schedule Of Courses 1980-1981","",,,80-130,,,
1980,"Self-Evaluation Instrument -- Phosphate Fertilizer Industry, August 1980","",,,80-129,PB81-170-953,,
1980,"Research Grant Announcement -- Reproductive Effects Due To Workplace Hazards","",,,80-127,PB81-170-995,,
1980,"NIOSH Publications Catalog 4Th Ed.","Revised: 98-110",,,80-126,,,
1980,"NIOSH Manual Of Analytical Methods, Vol. 6","Revised: <a href ='/niosh/docs/2003-154/'>2003-154</a>",,,80-125,PB82-157-728,,
1980,"Occupational Safety And Health Directory 1980: NIOSH, OSHA, MSHA, Review Commission, State Agencies, And Local Agencies","",,,80-124,PB81-171-035,,
1980,"Industrial Characteristics Of Persons Reporting Morbidity During The Health Interview Surveys Conducted In 1969-1974","",,,80-123,PB81-168-585,,
1980,"Coal Liquefaction: Recent Findings In Occupational Safety And Health","",,,80-122,PB81-223-422,,
1980,"Determination Of Ocular Threshold Levels For Infrared Radiation Cataractogenesis","",,,80-121,PB81-170-896,,
1980,"Carcinogenicity And Metabolism Of Azo Dyes, Especially Those Derived From Benzidine","",,,80-119,PB81-171-027,,
1980,"A Resource Guide For Health Science Students: Occupational And Environmental Health","",,,80-118,PB81-170-961,,
1980,"Research And Demonstration Grants Awarded In Fiscal Year 1979","",,,80-117,PB81-170-979,,
1980,"Compendium Of Materials For Noise Control","",,,80-116,PB85-177-152,,
1980,"Occupational Exposure To Talc Containing Asbestos","",,,80-115,PB80-193-352,,
1980,"Control Technology For Worker Exposure To Coke Oven Emissions","",,,80-114,PB80-199-912,,
1980,"Evaluation Of The NIOSH Certification Program Division Of Safety Research Testing And Certification Branch","",,,80-113,PB80-186-117,,
1980,"Industrial Hygiene Characterization Of The Photovoltaic Solar Cell Industry","",,,80-112,PB80-176-340,,
1980,"RTECS - 1979","",,,80-111,PB81-154-478,,
1980,"Test For Screening Asbestos","",,,80-110,PB80-198-385,,
1980,"Occupational Safety And Health Symposia - 1978","",,,80-105,PB80-175-706,,
1980,"NIOSH Program Plans By Program Areas For Fiscal Year","",,,80-103,PB85-129-146,,
1980,"Tumors Induced In C3H/Hej Mice By Coal Tar Neutral Subfraction","",,,80-101,PB80-175-854,,
1980,"Survey Of Personal Protective Equipment Used In Foundries","",,,80-100,PB80-176-399,,
Dec 1979,"Working In Confined Spaces","",https://www.cdc.gov/niosh/docs/80-106/,,80-106,PB80-183-015,,Criteria
Dec 1979,"Radiofrequency (RF) Sealers and Heaters - CIB 33","",https://www.cdc.gov/niosh/docs/80-107/,,80-107,PB80-176-332,,CIB
Aug 1979,"Arsine (Arsenic Hydride) Poisoning In The Workplace - CIB 32","",https://www.cdc.gov/niosh/docs/1970/79142_32.html,,79-142,PB85-119-139,,CIB
Apr 1979,"Occupational Exposure to Vinyl Halides","",https://www.cdc.gov/niosh/docs/84-125699/,,84-125699,PB84-125699,,Criteria
Mar 1979,"Furfuryl Alcohol","",https://www.cdc.gov/niosh/docs/1970/79-133.html,,79-133,PB80-176-050,,Criteria
Mar 1979,"Safety Program Practices In Record-Holding Plants","",https://www.cdc.gov/niosh/docs/79-136/,,79-136,PB80-176-381,,
Feb 1979,"Adverse Health Effects Of Smoking And The Occupational Environment - CIB 31","",https://www.cdc.gov/niosh/docs/1970/79122_31.html,,79-122,PB83-245-845,,CIB
Jan 1979,"A Guide To The Work-Relatedness Of Disease","",https://www.cdc.gov/niosh/docs/1970/79-116.html,,79-116,PB298-561,,
1979,"Publications Catalog: 3rd Ed.","Revised: 98-110",,,79-147,,,
1979,"CIB 19-30, Reprints (1978)","",,,79-146,PB80-115-223,,CIB
1979,"The Federal Mine Health Program In 1978","",,,79-145,PB83-176-768,,
1979,"Collaborative Testing Of NIOSH Atomic Absorption Method","",,,79-144,PB80-164-908,,
1979,"Validation Of A Recommended Approach To Recirculation Of Industrial Exhaust Air - Vol. II (Lead Battery, Woodworking, Metal Grinding, And Enamel Blending Operations)","",,,79-143B,PB80-161-482,,
1979,"Validation Of A Recommended Approach Recirculation Of Industrial Exhaust Air - Vol. I (Spring Grinding, Chrome Plating, Dry Cleaning, Welding, And Vapor Degreasing Operations)","",,,79-143A,PB80-161-474,,
1979,"NIOSH Manual Of Analytical Methods, Vol. V (2nd Ed.)","Revised: 94-113",,,79-141,PB83-105-445,,
1979,"Environmental Exposure To Airborne Contaminants In The Antimony Industry","",,,79-140,PB80-175-862,,
1979,"Preparation And Characterization Of Analytical Reference Minerals","",,,79-139,PB80-148-612,,
1979,"Occupational Safety And Health In Vocational Education: A Guide For Administrators, Faculty, And Staff","",,,79-138,PB80-176-068,,
1979,"Impact Performance Of Safety Eyecup Goggles","",,,79-137,PB83-174-128,,
1979,"Estimates Of Pulmonary And Gastrointestinal Deposition For Occupational Fiber Exposures","",,,79-135,PB80-149-644,,
1979,"Manufacturers Of Woodworking Machinery - HSG","",,,79-131,PB80-148-224,,
1979,"Cooling Efficiency Of Different Air Velocities In Hot Environments","",,,79-129,PB297-675,,
1979,"Proficiency Analytical Testing Program","Revised: 81-104",,,79-128,,,
1979,"USPHS/NIOSH Membrane Filter Method For Evaluating Airborne Asbestos Fibers","",,,79-127,PB297-731,,
1979,"Directory Of Academic Programs In Occupational Safety And Health","",,,79-126,PB80-149-503,,
1979,"Assessment Of Selected Control Technology Techniques For Welding Fumes","",,,79-125,PB83-179-176,,
1979,"The Federal Coal Mine Health Program In 1977","",,,79-124,PB297-759,,
1979,"Occupational Safety And Health Directory","",,,79-123,PB85-129-666,,
1979,"A Management System For Occupational Safety And Health Programs For Academic Research Laboratories Summary Document","",,,79-121A,PB80-184-435,,
1979,"A Management System For Occupational Safety And Health Programs For Academic Research Laboratories","",,,79-121,PB80-175-979,,
1979,"Working Safely With Anhydrous Ammonia","",,,79-120,PB80-184-427,,
1979,"A Guide For Developing A Training Program For Anhydrous Ammonia Workers","",,,79-119,PB80-189-475,,
1979,"Bis(Chloromethyl)Ether Formation And Detection In Selected Work Environments","",,,79-118,PB83-174-102,,
1979,"A Field Investigation Of Noise Reduction Afforded By Insert-Type Hearing Protectors","",,,79-115,PB299-319,,
1979,"An Evaluation Of Occupational Health Hazard Control Technology For The Foundry Industry","",,,79-114,PB297-560,,
1979,"Potential Health Hazards Involved With Coal Gasification","",,,79-113,PB80-164-882,,
1979,"An Industrywide Industrial Hygiene Study Of Ethylene Dibromide","",,,79-112,PB297-773,,
1979,"Vinyl Fluoride And Vinyl Bromide-Industrial Hygiene Survey Report","",,,79-111,PB80-190-150,,
1979,"Analysis Of Airborne Particulates And Human Urine By Inductively Coupled Plasma-Atomic Emission Spectrometry","",,,79-110,PB297-775,,
1979,"Occupational Safety And Universities: An Administrative Resource Manual","",,,79-108,PB297-757,,
1979,"Development Of Performance Criteria For Protective Clothing Used Against Carcinogenic Liquids","",,,79-106,PB299-318,,
1979,"Program Of NIOSH Plans By Program Areas For FY - 1979","",,,79-103,PB88-237-540,,
1979,"Fluorocarbons - Worker Exposure In Four Facilities","",,,79-101,PB297-772,,
1979,"RTECS - 1978","",,,79-100,PB80-225-063,,
1979,"Revised Recommended Chloroform Standard","",https://www.cdc.gov/niosh/docs/1970/79-chlor.html,,,PB83-195856,,Criteria
1979,"Carbon Tetrachloride (Revised) (1979)","",https://www.cdc.gov/niosh/docs/1970/76-133R.html,,76-133,PB83-196436,,Criteria
Dec 1978,"Industrial Noise Control Manual","",https://www.cdc.gov/niosh/docs/1970/79-117pd.html,,79-117,PB297-534,,
Oct 1978,"Ethylene Thiourea - Special Occupational Hazard Review With Control Recommendations","",https://www.cdc.gov/niosh/docs/1970/79-109.html,,79-109,PB82-111-840,,Criteria
Oct 1978,"Epichlorohydrin - CIB 30","",https://www.cdc.gov/niosh/docs/1970/79105_30.html,,79-105,PB85-119-147,,CIB
Oct 1978,"Glycidyl Ethers - CIB 29","",https://www.cdc.gov/niosh/docs/1970/79104_29.html,,79-104,PB85-119-154,,CIB
Sep 1978,"Antimony","",https://www.cdc.gov/niosh/docs/1970/78-216.html,,78-216,PB81-226-060,,Criteria
Sep 1978,"Diisocyanates","",https://www.cdc.gov/niosh/docs/1970/78-215.html,,78-215,PB81-226-615,,Criteria
Sep 1978,"N-Alkane Mono Thiols, Cyclohexanethiol, And Benzenethiol","",https://www.cdc.gov/niosh/docs/1970/78-213.html,,78-213,PB81-225-609,,Criteria
Sep 1978,"Nitriles","",https://www.cdc.gov/niosh/docs/1970/78-212.html,,78-212,PB81-225-534,,Criteria
Sep 1978,"Ethylene Dichloride (1,2-Dichloroethane) (Revised)","",https://www.cdc.gov/niosh/docs/1970/78-211.html,,78-211,PB80-176-092,,Criteria
Sep 1978,"Vinyl Acetate","",https://www.cdc.gov/niosh/docs/1970/78-205.html,,78-205,PB80-176-993,,Criteria
Sep 1978,"Carbon Black","",https://www.cdc.gov/niosh/docs/1970/78-204.html,,78-204,PB81-225-625,,Criteria
Sep 1978,"Aldrin/Dieldrin - Special Occupational Hazard Review","",https://www.cdc.gov/niosh/docs/1970/78-201.html,,78-201,PB297-769,,Criteria
Sep 1978,"DDT - Special Occupational Hazard Review","",https://www.cdc.gov/niosh/docs/1970/78-200.html,,78-200,PB81-226-656,,Criteria
Sep 1978,"Coal Gasification Plants","",https://www.cdc.gov/niosh/docs/1970/78-191.html,,78-191,PB80-164-874,,Criteria
Sep 1978,"4,4'-Methylenebis (2-Chloraniline) - Special Hazard Review With Control Recommendations","",https://www.cdc.gov/niosh/docs/1970/78-188.html,,78-188,PB297-822,,Criteria
Sep 1978,"Vinyl Halides Carcinogenicity - CIB 28","",https://www.cdc.gov/niosh/docs/1970/79102_28.html,,79-102,PB85-119-162,,CIB
Aug 1978,"Benzyl Chloride","",https://www.cdc.gov/niosh/docs/1970/78-182.html,,78-182,PB81-226-698,,Criteria
